,,,,,,,,,,,,,,,,,,,,
         Opportunities,,,,,,,,,,Instructions:,"Enter your Opportunities in the table below. An Opportunity is a deal, potential sale, or any other business opportunity. 
The Opportunities listed here can be referenced via dropdowns in the other input sheets.",,,,,,,,,
,D,Madame Zusus,Verticle Acres ,1/16/2025,1/13/2025,Open,Contacted-phone/email-2,2/17/2025,50.00%,VAF,Chef's Mix,,Michell,Food Show,,,,D,,
,A,Midwest Foods,VAF,1/1/2025,12/30/2024,Open,Contacted-phone/email-2,,20.00%,VAF,All,,Dale,Networking,,Visited with chef and he is interested. Need to bet him samples. 7 locations. Italian,,A,,
,A+,Northern Hasserot,HPS,1/12/2025,1/13/2025,Open,Contacted-phone/email-2,Gary,MFB,Better Balance,Better Balance hot dogs,,Gary,,,,,A+,,
,A+,Northern Hasserot,HPS,1/13/2025,1/13/2025,Open,Contacted-phone/email-2,Gary,MFB,Better Balance,Better Balance hot dogs,,Gary,,,,,A+,,
,A,Notre Dame,HPS,1/12/2025,1/13/2025,Open,Contacted-phone/email-2,Gary,MFB,Better Balance,Better Balance hot dogs,,Gary,,,,,A,,
,NO PRIORITY,OSU,OPP3,1/1/2025,12/30/2024,Open,Contacted-phone/email-2,2/1/2025,20.00%,TCCF,Unknown,10,Dale,MFB,,Sent email to present Annasea,,,,
,NO PRIORITY,Parker's,VAF,1/1/2025,12/30/2024,Open,Contacted-phone/email-2,1/13/2025,50.00%,VAF,Red Romaine,,Michell,Networking,,,,0,,
,NO PRIORITY,Parker's,VAF,1/1/2025,12/30/2024,Open,Contacted-phone/email-2,1/13/2025,50.00%,Frites Street,Frites street 1/2,,Michell,Networking,,,,0,,
,A+,PFG,,1/14/2025,1/13/2025,Open,Contacted-phone/email-2,Dale,,Kaufholds,Original White Cheddar,,,,,,,A+,,
,A,Planks Tavern on the Water,"Frites Street 3/8"" and chips",1/1/2025,12/30/2024,On Hold,Contacted-phone/email-2,12/1/2024,90.00%,Frites Street,Unknown,10,Gary,Principal,,Third f/u email since Flip's oversite.pricing still a hurdle. GFS rep Ryan was to meet on 11/14. Emailed status request to Ryan 1,,A,,
,A+,Raydia,HPS,1/12/2025,1/13/2025,Open,Contacted-phone/email-2,Gary,MFB,Better Balance,Better Balance hot dogs,,Gary,,,,,A+,,
,B,Recess,Waffle fries,1/1/2025,12/30/2024,Open,Contacted-phone/email-2,1/1/2025,50.00%,Frites Street,Unknown,20,Michell,Distributor referral,,,,B,,
,A+,Sysco GR,HPS,1/12/2025,1/13/2025,Open,Contacted-phone/email-2,Gary,MFB,Better Balance,Better Balance hot dogs,,Gary,,,,,,,
,A,The Table At Crate ,The Table At Crate ,1/1/2025,12/30/2024,,Contacted-phone/email-2,,,Annasea,Bulk pack,,Michell,Walk-In,,,,A,,
,A,University Club of Chicago,VAF,1/1/2025,12/30/2024,Open,Contacted-phone/email-2,1/1/2025,20.00%,VAF,All,3/wk,Dale,Distributor referral,,Need too sample again. Hold up is that they grow their own greens but on a small scale. ,,A,,
,A,University of Notre Dame,HPS,1/12/2025,1/13/2025,Open,Contacted-phone/email-2,Gary,MFB,Better Balance,Better Balance hot dogs,,Gary,Networking,,,,A,,
,A,Upper crust ,Abdale,1/1/2025,12/30/2024,Open,Contacted-phone/email-2,1/27/2025,80.00%,Abdale,Unknown,,Gary,Email,,,,A,,
,NO PRIORITY,Vette City Catering(BG Hot Rods Milb),"fries, plant based, Kaufholds and CCF",2/18/2025,2/17/2025,open,Contacted-phone/email-2,,,Better Balance,Better Balance hot dogs,,Brent,,,,,0,,
,NO PRIORITY,Weather Mark Tavern,PFG Curds,1/1/2025,12/30/2024,Open,Contacted-phone/email-2,12/5/2024,25.00%,Kaufholds,Unknown,,Q,MFB,,Email invite for sampling,,0,,
,B,Superdawg Drive-In,Freestreet Original Curds,11/1/2024,10/28/2024,SOLD-7d, Loss Business. Reason?,9/30/2024,80.00%,Abdale,Unknown,1,Brent,Food Show,,needs it for food show,,B,,
,A,ALINEA,Vertical Acres Farm meeting on 11/2,1/1/2025,12/30/2024,,,,,VAF,Bibb Lettuce,,Dale,MFB,,,,,,
,A,Donatos Pizza,Kaufholds,,,,,,,,,,,,,,,A,,
,NO PRIORITY,gorgio,,,,,,,,,,,,,,,,,,
,NO PRIORITY,Indiana University,Swap,4/22/2025,4/21/2025,,,,,,,,,,,,,,,
,NO PRIORITY,Indiana University ,VAF,1/1/2025,12/30/2024,,,,,VAF,All,,Gary,Already Known,,,,,,
,NO PRIORITY,Indianhead Food Distributor ,Bb ,2/17/2025,2/17/2025,SOLD-7d,,,,Better Balance,Better Balance hot dogs,,,,,Kim SOLD-7d this business. PO of  200 cases on 2/18,,0,,
,A,PFG Reinhart BG House,,,,,,,,,,,,,,,,A,,
,NO PRIORITY,Pizza Express,Kaufholds ,1/1/2025,12/30/2024,,,,,Kaufholds,Unknown,,Brent,Walk-In,,,,0,,
,NO PRIORITY,Powers Health,Swap,4/22/2025,4/21/2025,,,,,,,,,,,,,,,
,B,Rob's Meat,Dill Pickle Curds,1/1/2025,12/30/2024,,,,,Kaufholds,Unknown,,Dale,Walk-In,,,,B,,
,A,University of Dayton,Bb ,2/17/2025,2/17/2025,Open,,,70.00%,Better Balance,Better Balance hot dogs,,,,,Will be presenting on 2/28.,,A,,
,A,University of Dayton,many,2/25/2025,2/24/2025,Open,SOLD-7,,,Rapid Rasoi,,,,,,,,A,,
,B,Independence Village of Ames,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,ABBVIE AP30,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,ACARATH MONTESSORI,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Ami-Gos Tacos,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Angry Octopus,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,APOSTOLIC CHURCH OF GOD,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,ASSEMBLY AMERICAN BAR & CAFE (THE),GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Beverly Country Club,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Countrytime Kettle Korn McHenry,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,CREME OF THE CROP,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,DR JOHN WARNER HOSPITAL,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,EPIC BURGER-PEARSON ST,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,ESPERANZA SCHOOL,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,GAME ON BAR & GRILL,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Hampshire Township Park District,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,KIRBY MEDICAL CENTER,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,KIRK'S BBQ,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,KNIGHTS OF COLUMBUS #1282,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,LA RABIDA CHILDRENS HOSPITAL,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Louies Waffle House,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,MARY'S PLACE,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,NIVRAM BALMORAL NURSING,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,North Island Catering,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,PARAMOUNT THEATRE,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,PEACE MEAL CENTRAL OFFICE,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,POST 18 AMERICAN LEGION,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Queen of Peace Retirement,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,RUSH U MED-GEN KITCHEN PO589563,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Sassy Mac Boys,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Storypoint Of Bolingbrook,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,The Ice Cream Shop,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,The Matrix Room,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,The Pointe at Morris,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,The Shores of Fairmont,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,THS-GOTTLIEB MEMORIAL DIETARY-H0182,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,U OF I- HOUSING FOOD STORES,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Washington Grade School District 52,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,10Forty Banquets & Catering,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Area Career Center,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,GOBLIN AND THE GROCER,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,MERRILLVILLE REGIONAL MENTAL HEALTH,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Notre Dame-110 South Dining Hall,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,State Park Little League,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Taco Depot Crown Point,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,CLEMENTINE'S SALOON,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Daydreamer Domes,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Ludington Pub,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,WUSKOWHAN PLAYERS CLUB,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,AGING AND DISABILITY RESOURCE CENTE,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,BJ'S RESTAURANT,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Faklandia Brewing,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,FORT ATKINSON FAMILY RESTAURANT,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,HSL West Allis Assisted,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,L G YOUTH CAMP-GATE 2,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,MACS,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Moxie Coffee Café Catering,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Timber-Lee Ministries,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Independence Village of Avon,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Independence Village of Waukee,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Jelka Leedle,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,JULIE WENDORF,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Kelly,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Kimberly Woods,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,King-Bruwaert House,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Maija's Families Foods,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Paulie’s,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,the woods of Caledonia,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,West Carroll Middle School ,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,JULIE WENDORF,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Kelly,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Kimberly Woods,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,King-Bruwaert House,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,Maija's Families Foods,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,B,Maple Tree Inn,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,B,,
,NO PRIORITY,Paulie’s,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,the woods of Caledonia,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,NO PRIORITY,West Carroll Middle School ,GFS Roemont Food Show,4/1/2025,3/31/2025,,Sampled/Visited invite-3,,,Better Balance,,,Gary,,,,,,,
,A,The Ohio State University,feb on campus showcase,2/27/2025,2/24/2025,Open,demo-cookup-6,5/9/2025,75.00%,Kaufholds,,,Gary,,,,,A,,
,A,The Ohio State University,feb on campus showcase,2/27/2025,2/24/2025,Open,demo-cookup-6,5/9/2025,75.00%,VAF,,,Gary,,,,,A,,
,A,The Ohio State University,feb on campus showcase,2/27/2025,2/24/2025,Open,demo-cookup-6,5/9/2025,75.00%,Frites Street,,,Gary,,,,,A,,
,A,The Ohio State University,feb on campus showcase,2/27/2025,2/24/2025,Open,demo-cookup-6,5/9/2025,75.00%,Rapid Rasoi,,,Gary,,,,,A,,
,A,The Ohio State University,feb on campus showcase,2/27/2025,2/24/2025,Open,demo-cookup-6,5/9/2025,75.00%,Never Better,,,Gary,,,,,A,,
,A,The Ohio State University,feb on campus showcase,2/27/2025,2/24/2025,Open,demo-cookup-6,5/9/2025,75.00%,SWAP,,,Gary,,,,,A,,
,A,Berkot Super Foods,Turkey Private Label program,4/29/2025,4/28/2025,Open,Sampled/Visited invite-3,5/1/2025,100.00%,Mrs Ressler's,,,Sue,,,"Presented the 3 turkey breasts chosen for Berkot brand. Final label needs approval. Final price needs confirmation. Order will be placed by ay 1, 2025. Need Deli Managers contest proposed.",,,,
,A,MICHIGAN STATE POLICE TRAINING DIVI,"kurds, plant based",5/1/2025,4/28/2025,Open,demo-cookup-6,5/22/2025,90.00%,Kaufholds,Garlic,,Gary,,,W/w Angella-dieticin gfs healthcare rep-will led us to other opps,,A,,
,B,Great Lakes CHR Homes,"kurds, plant based",5/1/2025,4/28/2025,Open,Sampled/Visited invite-3,5/22/2025,90.00%,Kaufholds,Original White Cheddar,,Gary,,,W/w Angella-dieticin gfs healthcare rep-will led us to other opps,,,,
,A,MICHIGAN STATE POLICE TRAINING DIVI,"kurds, plant based",5/1/2025,4/28/2025,Open,demo-cookup-6,5/22/2025,90.00%,Better Balance,Better Balance hot dogs,,Gary,,,W/w Angella-dieticin gfs healthcare rep-will led us to other opps,,A,,
,B,Great Lakes CHR Homes,"kurds, plant based",5/1/2025,4/28/2025,Open,demo-cookup-6,5/22/2025,90.00%,Better Balance,Better Balance hot dogs,,Gary,,,W/w Angella-dieticin gfs healthcare rep-will led us to other opps,,,,
,A,MICHIGAN STATE POLICE TRAINING DIVI,"kurds, plant based",5/1/2025,4/28/2025,Open,demo-cookup-6,5/22/2025,90.00%,SWAP,,,Gary,,,W/w Angella-dieticin gfs healthcare rep-will led us to other opps,,A,,
,B,Great Lakes CHR Homes,"kurds, plant based",5/1/2025,4/28/2025,Open,demo-cookup-6,5/22/2025,90.00%,SWAP,,,Gary,,,W/w Angella-dieticin gfs healthcare rep-will led us to other opps,,,,
,A,Four Winds Casino,Rapid Rasoi,5/5/2025,5/5/2025,Open,Contacted-phone/email-2,,,Rapid Rasoi,,,Dale,,,Emailed 5/1. will phone 5/12,,,,
,B,Innsbrook CC,Annasea; RR,4/28/2025,4/28/2025,Open,Sampled/Visited invite-3,,,Rapid Rasoi,,,Dale,,,,,B,,
,NO PRIORITY,Powers Health,Rapid Rasoi,4/22/2025,4/21/2025,Open,Contacted-phone/email-2,,,Rapid Rasoi,,,,,,,,0,,
Rapid Rasoi,NO PRIORITY,Indiana University,Swap,4/22/2025,4/21/2025,Closed,SOLD-7,,,Rapid Rasoi,,,,,,,,,,
,NO PRIORITY,Steven,,,,,,,,,,,,,,,,,,
,b,SUPREME LOBSTER AND SEAFO,Frosty Acres McCrum,5/22/2025,5/19/2025,Closed,Contacted-phone/email-2,,0.00%,McCrum,,0,Sue,,,Supreme Lobster does not sell any fries.,,,,
,A,The Ohio State University,Annasea,2/27/2025,2/24/2025,Open,SOLD-7,5/13/2025,100.00%,Annasea,Bulk pack,,Gary,,,emailed donfirmation pf menu addition in fall by Lesa. USF and Sean notified.,,A,,
,B,Tomato Bar,Plant Based,,,Open,,,,Never Better,,,Dale,,,Big Vegan menu. Pursuing,,,,
,NO PRIORITY,O'Bryan's Bar and Grill,Kaufholds,5/22/2025,5/19/2025,Open,Sampled/Visited invite-3,6/2/2025,50.00%,Wicks,Unknown,,Michell,,,"Wants the a premade pie, does not have ovens. Wicks does offer some options.",,,,
,NO PRIORITY,Dj's Casual Cafe ,Wicks,5/27/2025,5/26/2025,Open,Sampled/Visited invite-3,6/2/2025,50.00%,Wicks,,,Michell,,,"Wants samples of the 9"" raw lard pie shell and the 10"" lid/circle ",,,,
,NO PRIORITY,Hotel Blackwood,Wicks,5/27/2025,5/26/2025,Open,Sampled/Visited invite-3,6/2/2025,50.00%,Wicks,,,Michell,,,"Wants to sample the 4"" raw lard pie shell and the 6"" lids/circles. Would use this for pot pies. ",,,,
,NO PRIORITY,Main Street Meat Co.,Wicks,5/27/2025,5/26/2025,Open,Sampled/Visited invite-3,6/2/2025,50.00%,Wicks,,,Michell,,,"Wants to sample 9"" raw lard pie shells and the 10"" lids/circles. ",,,,
,NO PRIORITY,Peanut Butter and Deli,Wicks,5/27/2025,5/26/2025,Open,Sampled/Visited invite-3,6/2/2025,50.00%,Wicks,,,Michell,,,"Wants to sample 9"" raw lard pie shells and the 10"" lids/circles. ",,,,
,NO PRIORITY,Lubben Vineyards & Wines,Wicks,5/27/2025,5/26/2025,Open,Sampled/Visited invite-3,6/2/2025,50.00%,Wicks,,,Michell,,,"Wants to sample 9"" raw lard pie shells and the 10"" lids/circles. ",,,,
,NO PRIORITY,Petro Travel Center,Wicks,5/27/2025,5/26/2025,Open,Sampled/Visited invite-3,6/2/2025,50.00%,Wicks,,,Michell,,,"Wants to sample 9"" raw lard pie shells and the 10"" lids/circles. ",,,,
,NO PRIORITY,Hotel Julien Debuque,Wicks,5/27/2025,5/26/2025,Open,Sampled/Visited invite-3,6/2/2025,50.00%,Wicks,,,Michell,,,"Wants to sample 9"" raw lard pie shells and the 10"" lids/circles. ",,,,
,NO PRIORITY,Thirsty Camel Supper Club ,Wicks,5/27/2025,5/26/2025,Open,Sampled/Visited invite-3,6/2/2025,50.00%,Wicks,,,Michell,,,"Wants to sample 9"" raw lard pie shells and the 10"" lids/circles. ",,,,
,A,US Foods Cleveland,mccrum,5/22/2025,5/19/2025,Open,Follow-up-4,6/6/2025,100.00%,McCrum,,,Gary,,,Will attend sales meeting lainch 6/6,,,,
,A,Hailstorm Brewing,Kaufhold,5/26/2025,5/26/2025,Open,Lead-discovery-1,,,Kaufholds,,,Dale,,,"NRA lead. bakeable samples, Original, Ranch, Cajun, Beer Battered. ",,,,
,A,Lettuce Entertain You,Kaufhold's lead/all lines,5/26/2025,5/26/2025,Open,Lead-discovery-1,,,Kaufholds,,,Dale,,,NRA lead,,A,,
,B,Sip Self Serve Wine Bar ,Kaufhold's lead/all lines,5/26/2025,5/26/2025,Open,Lead-discovery-1,,,Kaufholds,,,Dale,,,NRA lead,,,,
,A,ANDERSON FOODS,Kaufholds GFS Novi Lead,5/26/2025,5/26/2025,Open,Sampled/Visited invite-3,,,Kaufholds,Ranch,,Gary,,,GFS NOVI SHOW LEAD,,A,,
,A,Battle Alley Brewing Company,Kaufholds GFS Novi Lead,5/26/2025,5/26/2025,Open,Sampled/Visited invite-3,,,Kaufholds,Ranch,,Gary,,,GFS NOVI SHOW LEAD,,A,,
,A,BAY CLIFF HEALTH CAMP,Kaufholds GFS Novi Lead,5/26/2025,5/26/2025,Open,Sampled/Visited invite-3,,,Kaufholds,Ranch,,Gary,,,GFS NOVI SHOW LEAD,,A,,
,A,Belva ,Kaufholds GFS Novi Lead,5/26/2025,5/26/2025,Open,Sampled/Visited invite-3,,,Kaufholds,Ranch,,Gary,,,GFS NOVI SHOW LEAD,,A,,
,A,BENS SUPERCENTER,Kaufholds GFS Novi Lead,5/26/2025,5/26/2025,Open,Sampled/Visited invite-3,,,Kaufholds,Ranch,,Gary,,,GFS NOVI SHOW LEAD,,A,,
,A,Bluebird,Kaufholds GFS Novi Lead,5/26/2025,5/26/2025,Open,Sampled/Visited invite-3,,,Kaufholds,Ranch,,Gary,,,GFS NOVI SHOW LEAD,,A,,
,A,BOARDWALK (THE),Kaufholds GFS Novi Lead,5/26/2025,5/26/2025,Open,Sampled/Visited invite-3,,,Kaufholds,Ranch,,Gary,,,GFS NOVI SHOW LEAD,,A,,
,A,Boyne River Inn,Kaufholds GFS Novi Lead,5/26/2025,5/26/2025,Open,Sampled/Visited invite-3,,,Kaufholds,Ranch,,Gary,,,GFS NOVI SHOW LEAD,,A,,
,A,BSA-COLE CANOE,Kaufholds GFS Novi Lead,5/26/2025,5/26/2025,Open,Sampled/Visited invite-3,,,Kaufholds,Ranch,,Gary,,,GFS NOVI SHOW LEAD,,A,,
,A,C K O S - Catered Events ,Kaufholds GFS Novi Lead,5/26/2025,5/26/2025,Open,Sampled/Visited invite-3,,,Kaufholds,Ranch,,Gary,,,GFS NOVI SHOW LEAD,,A,,
,A,Cardinal Pizza,Kaufholds GFS Novi Lead,5/26/2025,5/26/2025,Open,Sampled/Visited invite-3,,,Kaufholds,Ranch,,Gary,,,GFS NOVI SHOW LEAD,,A,,
,A,CDS - Miracle Camp and Retreat Cent,Kaufholds GFS Novi Lead,5/26/2025,5/26/2025,Open,Sampled/Visited invite-3,,,Kaufholds,Ranch,,Gary,,,GFS NOVI SHOW LEAD,,A,,
,A,Chart Room,Kaufholds GFS Novi Lead,5/26/2025,5/26/2025,Open,Sampled/Visited invite-3,,,Kaufholds,Ranch,,Gary,,,GFS NOVI SHOW LEAD,,A,,
